abz5,1263,14594,3,1000,1000,300
abz5,1263,567867,8,1000.0,500,300
abz5,1263,567867,8,1000.0,500,300
abz5,1263,650157,3,1000,1000,300
abz5,1263,650157,6,1000.0,500,300
abz5,1263,835140,2,1000.0,500,300
abz5,1263,835140,4,1000.0,500,300
abz5,1265,244994,3,1000.0,500,300
abz5,1265,244994,8,1000,1000,300
abz5,1265,317125,6,1000.0,500,300
abz5,1265,567867,2,1000,1000,300
abz5,1265,567867,6,1000.0,500,300
abz5,1265,567867,6,1000,1000,300
abz5,1265,592855,2,1000,1000,300
abz5,1265,592855,3,1000,1000,300
abz5,1265,592855,6,1000,1000,300
abz5,1265,592855,8,1000.0,500,300
abz5,1265,63476,2,1000.0,500,300
abz5,1265,63476,6,1000,1000,300
abz5,1265,637083,2,1000,1000,300
abz5,1265,640662,3,1000.0,500,300
abz5,1265,640662,6,1000,1000,300
abz5,1265,640662,8,1000.0,500,300
abz5,1265,650157,2,1000.0,500,300
abz5,1265,650157,6,1000,1000,300
abz5,1265,7169,3,1000.0,500,300
abz5,1265,753386,2,1000,1000,300
abz5,1265,791673,3,1000.0,500,300
abz5,1265,791673,8,1000.0,500,300
abz5,1265,792849,8,1000.0,500,300
abz5,1265,792849,8,1000,1000,300
abz5,1265,929289,2,1000,1000,300
abz5,1265,939994,3,1000,1000,300
abz5,1265,939994,6,1000,1000,300
abz5,1265,947154,3,1000,1000,300
abz5,1265,947154,6,1000.0,500,300
abz5,1265,960897,2,1000.0,500,300
abz5,1265,960897,4,1000,1000,300
abz5,1265,960897,6,1000,1000,300
abz5,1266,14594,2,1000.0,500,300
abz5,1266,244994,3,1000,1000,300
abz5,1266,650157,8,1000,1000,300
abz5,1266,7169,3,1000.0,500,300
abz5,1266,939994,3,1000.0,500,300
abz5,1266,947154,3,1000.0,500,300
abz5,1267,14594,3,1000.0,500,300
abz5,1267,14594,6,1000,1000,300
abz5,1267,244994,2,1000.0,500,300
abz5,1267,244994,3,1000,1000,300
abz5,1267,244994,4,1000.0,500,300
abz5,1267,244994,4,1000,1000,300
abz5,1267,244994,6,1000.0,500,300
abz5,1267,244994,8,1000.0,500,300
abz5,1267,244994,8,1000.0,500,300
abz5,1267,244994,8,1000,1000,300
abz5,1267,317125,2,1000,1000,300
abz5,1267,317125,4,1000,1000,300
abz5,1267,317125,6,1000,1000,300
abz5,1267,409001,2,1000.0,500,300
abz5,1267,409001,3,1000,1000,300
abz5,1267,409001,6,1000.0,500,300
abz5,1267,409001,8,1000.0,500,300
abz5,1267,409001,8,1000,1000,300
abz5,1267,567867,2,1000,1000,300
abz5,1267,567867,4,1000.0,500,300
abz5,1267,567867,4,1000,1000,300
abz5,1267,592855,2,1000,1000,300
abz5,1267,592855,3,1000.0,500,300
abz5,1267,592855,4,1000.0,500,300
abz5,1267,592855,6,1000.0,500,300
abz5,1267,592855,6,1000.0,500,300
abz5,1267,592855,8,1000.0,500,300
abz5,1267,63476,2,1000,1000,300
abz5,1267,63476,3,1000,1000,300
abz5,1267,637083,3,1000.0,500,300
abz5,1267,637083,3,1000,1000,300
abz5,1267,637083,4,1000,1000,300
abz5,1267,637083,8,1000.0,500,300
abz5,1267,640662,2,1000.0,500,300
abz5,1267,640662,4,1000.0,500,300
abz5,1267,640662,4,1000,1000,300
abz5,1267,640662,6,1000.0,500,300
abz5,1267,650157,2,1000.0,500,300
abz5,1267,650157,2,1000,1000,300
abz5,1267,650157,3,1000.0,500,300
abz5,1267,650157,6,1000,1000,300
abz5,1267,650157,8,1000.0,500,300
abz5,1267,7169,3,1000,1000,300
abz5,1267,7169,4,1000.0,500,300
abz5,1267,7169,4,1000.0,500,300
abz5,1267,7169,6,1000.0,500,300
abz5,1267,753386,2,1000.0,500,300
abz5,1267,753386,4,1000,1000,300
abz5,1267,753386,6,1000.0,500,300
abz5,1267,753386,6,1000,1000,300
abz5,1267,791673,2,1000.0,500,300
abz5,1267,791673,4,1000.0,500,300
abz5,1267,791673,6,1000,1000,300
abz5,1267,792849,2,1000,1000,300
abz5,1267,792849,3,1000.0,500,300
abz5,1267,792849,3,1000,1000,300
abz5,1267,792849,6,1000.0,500,300
abz5,1267,835140,2,1000.0,500,300
abz5,1267,835140,2,1000,1000,300
abz5,1267,835140,4,1000,1000,300
abz5,1267,835140,6,1000,1000,300
abz5,1267,835140,8,1000,1000,300
abz5,1267,929289,3,1000.0,500,300
abz5,1267,929289,3,1000,1000,300
abz5,1267,929289,6,1000.0,500,300
abz5,1267,929289,8,1000.0,500,300
abz5,1267,929289,8,1000.0,500,300
abz5,1267,929289,8,1000,1000,300
abz5,1267,939994,2,1000,1000,300
abz5,1267,939994,4,1000.0,500,300
abz5,1267,947154,2,1000.0,500,300
abz5,1267,947154,2,1000,1000,300
abz5,1267,947154,4,1000.0,500,300
abz5,1267,947154,4,1000,1000,300
abz5,1267,947154,8,1000.0,500,300
abz5,1267,947154,8,1000,1000,300
abz5,1267,960897,2,1000.0,500,300
abz5,1267,960897,2,1000,1000,300
abz5,1267,960897,3,1000,1000,300
abz5,1267,960897,4,1000.0,500,300
abz5,1267,960897,6,1000.0,500,300
abz5,1267,960897,8,1000.0,500,300
abz5,1267,960897,8,1000,1000,300
abz5,1267,960897,8,1000,1000,300
abz5,1267,97017,3,1000,1000,300
