seed,eval.num,elites,generations,select.tournament.size,filePath688156,0,10,2,./instances/flexible/abz6.fjs
688156,0,10,2,./instances/flexible/la03.fjs
688156,0,10,2,./instances/flexible/abz5.fjs
688156,0,10,2,./instances/flexible/abz7.fjs
688156,0,10,2,./instances/flexible/la05.fjs
688156,0,10,2,./instances/flexible/abz9.fjs
688156,0,10,2,./instances/flexible/abz8.fjs
688156,0,10,2,./instances/flexible/la01.fjs
688156,0,10,2,./instances/flexible/la02.fjs
688156,0,10,2,./instances/flexible/la04.fjs
688156,0,10,3,./instances/flexible/abz6.fjs
688156,0,10,3,./instances/flexible/la03.fjs
688156,0,10,3,./instances/flexible/abz5.fjs
688156,0,10,3,./instances/flexible/abz7.fjs
688156,0,10,3,./instances/flexible/la05.fjs
688156,0,10,3,./instances/flexible/abz9.fjs
688156,0,10,3,./instances/flexible/abz8.fjs
688156,0,10,3,./instances/flexible/la01.fjs
688156,0,10,3,./instances/flexible/la02.fjs
688156,0,10,3,./instances/flexible/la04.fjs
688156,0,10,4,./instances/flexible/abz6.fjs
688156,0,10,4,./instances/flexible/la03.fjs
688156,0,10,4,./instances/flexible/abz5.fjs
688156,0,10,4,./instances/flexible/abz7.fjs
688156,0,10,4,./instances/flexible/la05.fjs
688156,0,10,4,./instances/flexible/abz9.fjs
688156,0,10,4,./instances/flexible/abz8.fjs
688156,0,10,4,./instances/flexible/la01.fjs
688156,0,10,4,./instances/flexible/la02.fjs
688156,0,10,4,./instances/flexible/la04.fjs
688156,0,10,5,./instances/flexible/abz6.fjs
688156,0,10,5,./instances/flexible/la03.fjs
688156,0,10,5,./instances/flexible/abz5.fjs
688156,0,10,5,./instances/flexible/abz7.fjs
688156,0,10,5,./instances/flexible/la05.fjs
688156,0,10,5,./instances/flexible/abz9.fjs
688156,0,10,5,./instances/flexible/abz8.fjs
688156,0,10,5,./instances/flexible/la01.fjs
688156,0,10,5,./instances/flexible/la02.fjs
688156,0,10,5,./instances/flexible/la04.fjs
688156,0,10,6,./instances/flexible/abz6.fjs
688156,0,10,6,./instances/flexible/la03.fjs
688156,0,10,6,./instances/flexible/abz5.fjs
688156,0,10,6,./instances/flexible/abz7.fjs
688156,0,10,6,./instances/flexible/la05.fjs
688156,0,10,6,./instances/flexible/abz9.fjs
688156,0,10,6,./instances/flexible/abz8.fjs
688156,0,10,6,./instances/flexible/la01.fjs
688156,0,10,6,./instances/flexible/la02.fjs
688156,0,10,6,./instances/flexible/la04.fjs
688156,0,50,2,./instances/flexible/abz6.fjs
688156,0,50,2,./instances/flexible/la03.fjs
