abz5,1236,223397,100,0.5,300
abz5,1236,223397,100,0.8,300
abz5,1236,223397,100,0.9,300
abz5,1236,223397,200,0.5,300
abz5,1239,454362,100,0.5,300
abz5,1239,454362,100,0.8,300
abz5,1239,454362,100,0.9,300
abz5,1239,454362,200,0.5,300
abz5,1242,279019,100,0.5,300
abz5,1242,279019,100,0.8,300
abz5,1242,279019,100,0.9,300
abz5,1242,279019,200,0.5,300
abz5,1245,470922,100,0.5,300
abz5,1245,470922,100,0.8,300
abz5,1245,470922,100,0.9,300
abz5,1245,470922,200,0.5,300
abz5,1245,470922,200,0.8,300
abz5,1248,729981,100,0.5,300
abz5,1248,729981,100,0.8,300
abz5,1248,729981,100,0.9,300
abz5,1248,729981,200,0.5,300
abz5,1248,729981,200,0.8,300
abz5,1248,729981,200,0.9,300
abz5,1248,873184,100,0.5,300
abz5,1248,873184,100,0.8,300
abz5,1248,944889,200,0.9,300
abz5,1249,505485,100,0.5,300
abz5,1249,505485,100,0.8,300
abz5,1249,505485,100,0.9,300
abz5,1249,505485,200,0.5,300
abz5,1249,505485,200,0.8,300
abz5,1250,422159,100,0.5,300
abz5,1250,422159,100,0.8,300
abz5,1250,422159,100,0.9,300
abz5,1250,422159,200,0.5,300
abz5,1250,422159,200,0.8,300
abz5,1250,505272,200,0.8,300
abz5,1251,10080,100,0.5,300
abz5,1251,10080,200,0.5,300
abz5,1251,10080,200,0.9,300
abz5,1251,598795,100,0.5,300
abz5,1251,598795,100,0.9,300
abz5,1251,61306,100,0.5,300
abz5,1251,61306,100,0.8,300
abz5,1251,61306,100,0.9,300
abz5,1251,61306,200,0.5,300
abz5,1251,61306,200,0.8,300
abz5,1251,61306,200,0.9,300
abz5,1252,10080,100,0.8,300
abz5,1252,10080,100,0.9,300
abz5,1252,10080,200,0.8,300
abz5,1252,17047,100,0.5,300
abz5,1252,17047,100,0.8,300
abz5,1252,17047,100,0.9,300
abz5,1252,17047,200,0.5,300
abz5,1252,17047,200,0.8,300
abz5,1252,17047,200,0.9,300
abz5,1252,411031,100,0.5,300
abz5,1252,411031,100,0.8,300
abz5,1252,411031,100,0.9,300
abz5,1252,411031,200,0.5,300
abz5,1252,411031,200,0.8,300
abz5,1252,422159,200,0.9,300
abz5,1252,483850,100,0.5,300
abz5,1252,483850,100,0.8,300
abz5,1252,483850,100,0.9,300
abz5,1252,483850,200,0.5,300
abz5,1252,483850,200,0.8,300
abz5,1252,483850,200,0.9,300
abz5,1252,77435,100,0.5,300
abz5,1252,77435,100,0.8,300
abz5,1252,77435,100,0.9,300
abz5,1252,77435,200,0.5,300
abz5,1252,77435,200,0.8,300
abz5,1252,85765,100,0.5,300
abz5,1252,85765,100,0.8,300
abz5,1252,85765,100,0.9,300
abz5,1252,85765,200,0.5,300
abz5,1252,85765,200,0.8,300
abz5,1252,85765,200,0.9,300
abz5,1252,948152,200,0.9,300
abz5,1253,20611,100,0.5,300
abz5,1253,20611,100,0.8,300
abz5,1253,20611,100,0.9,300
abz5,1253,20611,200,0.5,300
abz5,1253,367530,100,0.5,300
abz5,1253,367530,100,0.8,300
abz5,1253,367530,100,0.9,300
abz5,1253,367530,200,0.5,300
abz5,1253,367530,200,0.8,300
abz5,1253,367530,200,0.9,300
abz5,1253,505485,200,0.9,300
abz5,1253,757870,100,0.5,300
abz5,1253,757870,100,0.8,300
abz5,1253,757870,100,0.9,300
abz5,1253,757870,200,0.5,300
abz5,1253,757870,200,0.8,300
abz5,1253,948152,100,0.5,300
abz5,1253,948152,100,0.8,300
abz5,1253,948152,100,0.9,300
abz5,1253,948152,200,0.5,300
abz5,1253,948152,200,0.8,300
abz5,1254,454362,200,0.8,300
abz5,1254,458995,100,0.5,300
abz5,1254,458995,100,0.8,300
abz5,1254,458995,100,0.9,300
abz5,1254,458995,200,0.5,300
abz5,1254,458995,200,0.8,300
abz5,1254,458995,200,0.9,300
abz5,1254,944889,100,0.5,300
abz5,1254,944889,100,0.8,300
abz5,1254,944889,100,0.9,300
abz5,1254,944889,200,0.5,300
abz5,1254,944889,200,0.8,300
abz5,1254,946303,100,0.5,300
abz5,1254,946303,100,0.8,300
abz5,1254,946303,100,0.9,300
abz5,1254,946303,200,0.5,300
abz5,1254,946303,200,0.8,300
abz5,1255,273009,100,0.5,300
abz5,1255,273009,100,0.8,300
abz5,1255,273009,100,0.9,300
abz5,1255,273009,200,0.5,300
abz5,1255,273009,200,0.8,300
abz5,1255,273009,200,0.9,300
abz5,1257,958412,100,0.5,300
abz5,1257,958412,100,0.8,300
abz5,1257,958412,100,0.9,300
abz5,1257,958412,200,0.5,300
abz5,1257,958412,200,0.8,300
abz5,1257,958412,200,0.9,300
abz5,1258,598795,100,0.8,300
abz5,1258,598795,200,0.5,300
abz5,1260,279019,200,0.8,300
abz5,1260,411031,200,0.9,300
abz5,1260,470922,200,0.9,300
abz5,1260,505272,100,0.5,300
abz5,1260,505272,100,0.8,300
abz5,1260,505272,100,0.9,300
abz5,1260,505272,200,0.5,300
abz5,1260,505272,200,0.9,300
abz5,1260,634044,100,0.5,300
abz5,1260,634044,100,0.8,300
abz5,1260,634044,100,0.9,300
abz5,1260,634044,200,0.5,300
abz5,1260,634044,200,0.8,300
abz5,1260,634044,200,0.9,300
abz5,1260,715603,100,0.5,300
abz5,1260,715603,100,0.8,300
abz5,1260,715603,200,0.5,300
abz5,1260,715603,200,0.9,300
abz5,1260,946303,200,0.9,300
abz5,1261,279019,200,0.9,300
abz5,1261,464997,100,0.5,300
abz5,1261,464997,100,0.8,300
abz5,1261,464997,100,0.9,300
abz5,1261,464997,200,0.5,300
abz5,1261,464997,200,0.8,300
abz5,1261,464997,200,0.9,300
abz5,1261,873184,200,0.9,300
abz5,1262,20611,200,0.8,300
abz5,1262,20611,200,0.9,300
abz5,1262,223397,200,0.8,300
abz5,1262,223397,200,0.9,300
abz5,1263,873184,100,0.9,300
abz5,1263,873184,200,0.5,300
abz5,1264,741519,200,0.8,300
abz5,1264,741519,200,0.9,300
abz5,1266,454362,200,0.9,300
abz5,1266,598795,200,0.8,300
abz5,1266,598795,200,0.9,300
abz5,1267,715603,100,0.9,300
abz5,1267,715603,200,0.8,300
abz5,1267,741519,100,0.5,300
abz5,1267,741519,100,0.8,300
abz5,1267,741519,100,0.9,300
abz5,1267,741519,200,0.5,300
abz5,1267,77435,200,0.9,300
abz5,1270,757870,200,0.9,300
abz5,1270,873184,200,0.8,300
abz6,945,464997,200,0.9,300
abz6,948,10080,200,0.9,300
abz6,948,223397,100,0.5,300
abz6,948,223397,100,0.8,300
abz6,948,223397,100,0.9,300
abz6,948,223397,200,0.5,300
abz6,948,223397,200,0.8,300
abz6,948,223397,200,0.9,300
abz6,948,273009,200,0.9,300
abz6,948,464997,100,0.5,300
abz6,948,464997,100,0.8,300
abz6,948,464997,100,0.9,300
abz6,948,464997,200,0.5,300
abz6,948,464997,200,0.8,300
abz6,948,483850,100,0.5,300
abz6,948,483850,100,0.8,300
abz6,948,483850,100,0.9,300
abz6,948,483850,200,0.5,300
abz6,948,505272,200,0.9,300
abz6,948,634044,100,0.5,300
abz6,948,634044,100,0.8,300
abz6,948,634044,100,0.9,300
abz6,948,634044,200,0.5,300
abz6,948,715603,200,0.9,300
abz6,948,741519,200,0.9,300
abz6,948,757870,200,0.8,300
abz6,948,77435,100,0.5,300
abz6,948,77435,100,0.8,300
abz6,948,77435,100,0.9,300
abz6,948,77435,200,0.5,300
abz6,949,367530,200,0.9,300
abz6,949,85765,200,0.8,300
abz6,951,279019,100,0.5,300
abz6,951,279019,100,0.8,300
abz6,951,279019,100,0.9,300
abz6,951,279019,200,0.5,300
abz6,951,411031,100,0.9,300
abz6,951,729981,100,0.5,300
abz6,951,729981,100,0.8,300
abz6,951,729981,100,0.9,300
abz6,951,729981,200,0.5,300
abz6,951,729981,200,0.8,300
abz6,951,77435,200,0.8,300
abz6,952,454362,100,0.8,300
abz6,952,454362,200,0.5,300
abz6,952,757870,200,0.9,300
abz6,955,85765,100,0.5,300
abz6,955,85765,100,0.8,300
abz6,955,85765,100,0.9,300
abz6,955,85765,200,0.5,300
abz6,957,273009,200,0.5,300
abz6,958,17047,100,0.5,300
abz6,958,17047,100,0.8,300
abz6,958,17047,100,0.9,300
abz6,958,17047,200,0.5,300
abz6,958,20611,100,0.5,300
abz6,958,20611,100,0.8,300
abz6,958,20611,100,0.9,300
abz6,958,20611,200,0.5,300
abz6,958,20611,200,0.8,300
abz6,958,20611,200,0.9,300
abz6,958,273009,100,0.5,300
abz6,958,273009,100,0.8,300
abz6,958,273009,100,0.9,300
abz6,958,279019,200,0.8,300
abz6,958,367530,100,0.5,300
abz6,958,367530,100,0.8,300
abz6,958,367530,100,0.9,300
abz6,958,367530,200,0.5,300
abz6,958,367530,200,0.8,300
abz6,958,411031,200,0.9,300
abz6,958,422159,100,0.5,300
