0,49.0
1,40.0
2,49.0
3,40.0
4,49.0
5,42.0
6,42.0
7,42.0
8,42.0
9,40.0
10,38.0
11,49.0
12,38.0
13,42.0
14,40.0
15,40.0
16,38.0
17,40.0
18,40.0
19,42.0
20,42.0
21,42.0
22,49.0
23,40.0
24,42.0
25,40.0
26,42.0
27,40.0
28,49.0
29,42.0
30,42.0
31,40.0
32,49.0
33,38.0
34,49.0
35,49.0
36,42.0
37,49.0
38,40.0
39,40.0
40,38.0
41,42.0
42,40.0
43,40.0
44,40.0
45,42.0
46,42.0
47,42.0
48,40.0
49,40.0
50,40.0
51,38.0
52,40.0
53,38.0
54,42.0
55,40.0
56,40.0
57,42.0
58,42.0
59,38.0
60,40.0
61,42.0
62,49.0
63,42.0
64,42.0
65,40.0
66,42.0
67,42.0
68,40.0
69,42.0
70,42.0
71,40.0
72,38.0
73,40.0
74,49.0
75,40.0
76,40.0
77,49.0
78,42.0
79,42.0
80,40.0
81,40.0
82,38.0
83,49.0
84,40.0
85,38.0
86,42.0
87,38.0
88,42.0
89,40.0
90,49.0
91,40.0
92,42.0
93,40.0
94,49.0
95,49.0
96,49.0
97,38.0
98,42.0
99,42.0
100,42.0
101,40.0
102,40.0
103,42.0
104,42.0
105,42.0
106,38.0
107,49.0
108,42.0
109,42.0
110,40.0
111,42.0
112,42.0
113,49.0
114,49.0
115,38.0
116,40.0
117,42.0
118,40.0
119,42.0
120,40.0
121,38.0
122,40.0
123,42.0
124,42.0
125,42.0
126,40.0
127,40.0
128,40.0
129,38.0
130,49.0
131,40.0
132,49.0
133,38.0
134,40.0
135,42.0
136,42.0
137,38.0
138,42.0
139,49.0
140,49.0
141,38.0
142,40.0
143,42.0
144,42.0
145,40.0
146,49.0
147,49.0
148,49.0
149,38.0
150,49.0
151,42.0
152,38.0
153,40.0
154,40.0
155,38.0
156,49.0
157,40.0
158,40.0
159,42.0
160,42.0
161,42.0
162,42.0
163,42.0
164,42.0
165,42.0
166,42.0
167,42.0
168,42.0
169,38.0
170,42.0
171,40.0
172,40.0
173,42.0
174,38.0
175,49.0
176,40.0
177,42.0
178,42.0
179,40.0
180,42.0
181,40.0
182,40.0
183,40.0
184,40.0
185,40.0
186,42.0
187,38.0
188,42.0
189,40.0
190,40.0
191,42.0
192,40.0
193,49.0
194,38.0
195,42.0
196,42.0
197,42.0
198,42.0
199,40.0
200,40.0
201,42.0
202,38.0
203,40.0
204,42.0
205,42.0
206,40.0
207,49.0
208,42.0
209,42.0
210,40.0
211,42.0
212,40.0
213,42.0
214,38.0
215,42.0
216,42.0
217,40.0
218,42.0
219,42.0
220,40.0
221,49.0
222,49.0
223,49.0
224,40.0
225,40.0
226,40.0
227,40.0
228,42.0
229,40.0
230,49.0
231,38.0
232,42.0
233,42.0
234,49.0
235,42.0
236,40.0
237,38.0
238,40.0
239,38.0
240,49.0
241,40.0
242,42.0
243,49.0
244,40.0
245,42.0
246,40.0
247,40.0
248,49.0
249,40.0
250,42.0
251,42.0
252,38.0
253,40.0
254,42.0
255,42.0
256,40.0
257,42.0
258,38.0
259,40.0
260,38.0
261,40.0
262,40.0
263,40.0
264,49.0
265,42.0
266,40.0
267,40.0
268,40.0
269,40.0
270,38.0
271,40.0
272,42.0
273,49.0
274,40.0
275,42.0
276,42.0
277,42.0
278,38.0
279,38.0
280,42.0
281,49.0
282,42.0
283,40.0
284,38.0
285,42.0
286,42.0
287,40.0
288,38.0
289,49.0
290,38.0
291,38.0
292,42.0
293,40.0
294,40.0
295,49.0
296,42.0
297,40.0
298,42.0
299,42.0
300,40.0
301,40.0
302,42.0
303,40.0
304,42.0
305,40.0
306,38.0
307,38.0
308,40.0
309,49.0
310,42.0
311,42.0
312,40.0
313,42.0
314,40.0
315,40.0
316,49.0
317,49.0
318,49.0
319,49.0
320,42.0
321,40.0
322,38.0
323,40.0
324,40.0
325,40.0
326,38.0
327,42.0
328,42.0
329,40.0
330,38.0
331,49.0
332,40.0
333,42.0
334,42.0
335,42.0
336,49.0
337,40.0
338,40.0
339,38.0
340,38.0
341,42.0
342,40.0
343,42.0
344,40.0
345,42.0
346,42.0
347,38.0
348,40.0
349,42.0
350,42.0
351,40.0
352,49.0
353,49.0
354,42.0
355,42.0
356,49.0
357,49.0
358,40.0
359,38.0
360,38.0
361,42.0
362,49.0
363,38.0
364,40.0
365,42.0
366,40.0
367,40.0
368,40.0
369,38.0
370,42.0
371,38.0
372,42.0
373,42.0
374,38.0
375,40.0
376,40.0
377,42.0
378,42.0
379,38.0
380,42.0
381,40.0
382,40.0
383,42.0
384,40.0
385,40.0
386,42.0
387,38.0
388,42.0
389,42.0
390,38.0
391,42.0
392,49.0
393,40.0
394,42.0
395,40.0
396,42.0
397,42.0
398,40.0
399,40.0
400,49.0
401,42.0
402,42.0
403,38.0
404,40.0
405,40.0
406,40.0
407,42.0
408,42.0
409,49.0
410,42.0
411,42.0
412,49.0
413,42.0
414,49.0
415,42.0
416,49.0
417,42.0
418,42.0
419,40.0
420,40.0
421,40.0
422,42.0
423,49.0
424,40.0
425,40.0
426,38.0
427,42.0
428,40.0
429,49.0
430,38.0
431,40.0
432,42.0
433,42.0
434,49.0
435,40.0
436,42.0
437,42.0
438,38.0
439,49.0
440,42.0
441,40.0
442,42.0
443,40.0
444,42.0
445,40.0
446,40.0
447,42.0
448,49.0
449,42.0
450,40.0
451,40.0
452,42.0
453,42.0
454,40.0
455,40.0
456,42.0
457,49.0
458,42.0
459,42.0
460,42.0
461,42.0
462,42.0
463,40.0
464,42.0
465,40.0
466,42.0
467,38.0
468,42.0
469,40.0
470,42.0
471,38.0
472,40.0
473,42.0
474,40.0
475,40.0
476,49.0
477,38.0
478,42.0
479,42.0
480,42.0
481,49.0
482,42.0
483,42.0
484,49.0
485,49.0
486,40.0
487,42.0
488,38.0
489,42.0
490,40.0
491,49.0
492,42.0
493,40.0
494,42.0
495,40.0
496,40.0
497,40.0
498,49.0
499,42.0
500,40.0
501,40.0
502,40.0
503,42.0
504,42.0
505,40.0
506,40.0
507,42.0
508,49.0
509,40.0
510,42.0
511,40.0
512,42.0
513,40.0
514,40.0
515,49.0
516,40.0
517,38.0
518,42.0
519,40.0
520,42.0
521,42.0
522,38.0
523,38.0
524,49.0
525,40.0
526,42.0
527,49.0
528,40.0
529,42.0
530,49.0
531,42.0
532,40.0
533,40.0
534,40.0
535,38.0
536,40.0
537,42.0
538,42.0
539,42.0
540,40.0
541,40.0
542,49.0
543,42.0
544,42.0
545,49.0
546,40.0
547,38.0
548,38.0
549,42.0
550,49.0
551,42.0
552,42.0
553,40.0
554,42.0
555,49.0
556,49.0
557,40.0
558,42.0
559,49.0
560,40.0
561,49.0
562,42.0
563,40.0
564,40.0
565,42.0
566,49.0
567,49.0
568,40.0
569,42.0
570,40.0
571,42.0
572,40.0
573,49.0
574,49.0
575,49.0
576,42.0
577,42.0
578,38.0
579,40.0
580,40.0
581,40.0
582,40.0
583,40.0
584,40.0
585,40.0
586,38.0
587,40.0
588,40.0
589,42.0
590,49.0
591,38.0
592,42.0
593,49.0
594,40.0
