0,110.0
1,135.0
2,105.0
3,135.0
4,130.0
5,135.0
6,140.0
7,145.0
8,140.0
9,105.0
10,105.0
11,140.0
12,110.0
13,105.0
14,110.0
15,115.0
16,135.0
17,105.0
18,110.0
19,110.0
20,125.0
21,135.0
22,105.0
23,105.0
24,105.0
25,110.0
26,135.0
27,105.0
28,125.0
29,110.0
30,115.0
31,140.0
32,135.0
33,110.0
34,135.0
35,135.0
36,135.0
37,140.0
38,115.0
39,105.0
40,105.0
41,105.0
42,120.0
43,110.0
44,115.0
45,140.0
46,110.0
47,105.0
48,135.0
49,110.0
50,135.0
51,135.0
52,125.0
53,105.0
54,115.0
55,135.0
56,140.0
57,125.0
58,110.0
59,140.0
60,125.0
61,115.0
62,110.0
63,145.0
64,110.0
65,105.0
66,105.0
67,105.0
68,105.0
69,110.0
70,105.0
71,115.0
72,105.0
73,140.0
74,115.0
75,135.0
76,145.0
77,105.0
78,130.0
79,105.0
80,120.0
81,140.0
82,110.0
83,135.0
84,125.0
85,105.0
86,110.0
87,135.0
88,140.0
89,120.0
90,110.0
91,135.0
92,105.0
93,130.0
94,105.0
95,110.0
96,105.0
97,140.0
98,115.0
99,135.0
100,105.0
101,110.0
102,140.0
103,140.0
104,125.0
105,105.0
106,140.0
107,145.0
108,135.0
109,135.0
110,135.0
111,105.0
112,125.0
113,110.0
114,110.0
115,135.0
116,110.0
117,105.0
118,115.0
119,105.0
120,105.0
121,105.0
122,105.0
123,115.0
124,135.0
125,105.0
126,105.0
127,135.0
128,145.0
129,105.0
130,110.0
131,105.0
132,145.0
133,110.0
134,110.0
135,140.0
136,140.0
137,135.0
138,135.0
139,125.0
140,140.0
141,105.0
142,110.0
143,105.0
144,110.0
145,105.0
146,140.0
147,115.0
148,135.0
149,135.0
150,135.0
151,105.0
152,135.0
153,105.0
154,105.0
155,105.0
156,105.0
157,105.0
158,140.0
159,140.0
160,135.0
161,105.0
162,110.0
163,135.0
164,110.0
165,110.0
166,135.0
167,135.0
168,140.0
169,120.0
170,105.0
171,105.0
172,135.0
173,135.0
174,110.0
175,105.0
176,145.0
177,105.0
178,135.0
179,135.0
180,115.0
181,145.0
182,135.0
183,145.0
184,110.0
185,140.0
186,135.0
187,135.0
188,110.0
189,140.0
190,145.0
191,145.0
192,140.0
193,135.0
194,110.0
195,105.0
196,135.0
197,105.0
198,135.0
199,105.0
200,110.0
201,105.0
202,135.0
203,105.0
204,140.0
205,110.0
206,105.0
207,105.0
208,105.0
209,115.0
210,120.0
211,140.0
212,110.0
213,135.0
214,105.0
215,105.0
216,140.0
217,135.0
218,140.0
219,135.0
220,110.0
221,110.0
222,105.0
223,105.0
224,110.0
225,110.0
226,135.0
227,110.0
228,125.0
229,110.0
230,105.0
231,145.0
232,135.0
233,120.0
234,125.0
235,105.0
236,130.0
237,105.0
238,135.0
239,140.0
240,140.0
241,135.0
242,110.0
243,135.0
244,140.0
245,110.0
246,105.0
247,115.0
248,135.0
249,105.0
250,105.0
251,110.0
252,105.0
253,110.0
254,115.0
255,135.0
256,135.0
257,135.0
258,130.0
259,105.0
260,105.0
261,120.0
262,110.0
263,105.0
264,135.0
265,105.0
266,105.0
267,105.0
268,105.0
269,140.0
270,105.0
271,140.0
272,105.0
273,105.0
274,105.0
275,140.0
276,130.0
277,135.0
278,125.0
279,125.0
280,140.0
281,140.0
282,110.0
283,110.0
284,110.0
285,110.0
286,105.0
287,135.0
288,135.0
289,110.0
290,115.0
291,105.0
292,135.0
293,105.0
294,110.0
295,145.0
296,135.0
297,140.0
298,135.0
299,105.0
300,135.0
301,105.0
302,110.0
303,110.0
304,105.0
305,145.0
306,135.0
307,135.0
308,105.0
309,140.0
310,105.0
311,135.0
312,105.0
313,110.0
314,110.0
315,110.0
316,105.0
317,110.0
318,135.0
319,110.0
320,110.0
321,140.0
